X,Y,Mag
4883390.26,652769.33,55097.507
4883390.28,652769.43,55097.382
4883390.3,652769.54,55097.325
4883390.32,652769.65,55097.3962
4883390.33,652769.75,55097.463
4883390.34,652769.86,55097.4489
4883390.37,652769.96,55097.4619
4883390.39,652770.06,55097.5726
4883390.42,652770.17,55097.693
4883390.43,652770.27,55097.7344
4883390.45,652770.37,55097.6685
4883390.47,652770.48,55097.5291
4883390.49,652770.58,55097.4532
4883390.52,652770.69,55097.5126
4883390.53,652770.78,55097.6239
4883390.54,652770.88,55097.737
4883390.56,652770.97,55097.8345
4883390.58,652771.07,55097.824
4883390.59,652771.16,55097.6923
4883390.61,652771.26,55097.5831
4883390.62,652771.36,55097.5812
4883390.63,652771.44,55097.6289
4883389.49,652771.56,55097.5213
4883389.48,652771.45,55097.4323
4883389.45,652771.35,55097.4858
4883389.43,652771.24,55097.5669
4883389.4,652771.14,55097.5431
4883389.39,652771.03,55097.5093
4883389.38,652770.93,55097.5258
4883389.35,652770.82,55097.5242
4883389.34,652770.71,55097.4899
4883389.33,652770.61,55097.4161
4883389.3,652770.51,55097.3307
4883389.28,652770.4,55097.3198
4883389.26,652770.29,55097.3411
4883389.24,652770.19,55097.3499
4883389.2,652770.09,55097.4241
4883389.18,652769.98,55097.5111
4883389.14,652769.88,55097.4619
4883389.11,652769.77,55097.3327
4883389.07,652769.66,55097.3037
4883389.05,652769.56,55097.3766
4883389.02,652769.45,55097.4348
4883389,652769.34,55097.508
4883388.98,652769.23,55097.6672
4883388.97,652769.11,55097.8285
4883388.96,652769,55097.9076
4883388.95,652768.89,55097.9786
4883388.94,652768.78,55098.1502
4883388.93,652768.66,55098.3357
4883388.9,652768.56,55098.3703
4883388.89,652768.45,55098.4161
4883388.87,652768.34,55098.7652
4883388.85,652768.24,55099.3288
4883388.84,652768.14,55099.8286
4883388.81,652768.03,55100.1969
4883388.8,652767.92,55100.5129
4883388.77,652767.82,55100.8053
4883388.76,652767.72,55101.0415
4883388.75,652767.63,55101.1927
4883388.73,652767.52,55101.1791
4883388.73,652767.43,55100.974
4883388.72,652767.33,55100.7369
4883388.71,652767.25,55100.5222
4883388.7,652767.17,55100.2364
4883388.7,652767.09,55099.9314
4883388.69,652767.01,55099.6562
4883388.7,652766.93,55099.344
4883388.69,652766.85,55099.1104
4883388.68,652766.77,55099.1057
4883388.69,652766.7,55099.1494
4883388.68,652766.63,55099.0501
4883388.68,652766.55,55098.8983
4883388.66,652766.48,55098.802
4883388.66,652766.41,55098.7437
4883388.65,652766.34,55098.7372
4883388.64,652766.26,55098.8669
4883388.62,652766.19,55099.0747
4883388.61,652766.11,55099.1488
4883388.6,652766.02,55099.0808
4883388.57,652765.92,55099.0987
4883388.56,652765.82,55099.259
4883388.53,652765.73,55099.4305
4883388.51,652765.62,55099.541
4883388.49,652765.52,55099.5596
4883388.47,652765.42,55099.5372
4883388.45,652765.32,55099.5893
4883388.42,652765.21,55099.6921
4883388.41,652765.12,55099.7289
4883388.4,652765.02,55099.7015
4883388.38,652764.91,55099.7645
4883388.37,652764.81,55099.9625
4883388.36,652764.7,55100.0944
4883388.34,652764.59,55100.051
4883388.32,652764.48,55099.9523
4883388.29,652764.37,55099.906
4883388.28,652764.25,55099.9383
4883388.25,652764.14,55100.0012
4883388.23,652764.02,55100.0376
4883388.21,652763.91,55100.1032
4883388.19,652763.79,55100.1642
4883388.17,652763.68,55100.0506
4883388.14,652763.56,55099.8455
4883388.12,652763.45,55099.8095
4883388.1,652763.34,55099.9679
4883388.08,652763.23,55100.1832
4883388.05,652763.12,55100.3074
4883388.04,652763.01,55100.2102
4883388.01,652762.89,55100.0113
4883387.99,652762.78,55099.948
4883387.98,652762.67,55099.9606
4883387.95,652762.57,55099.8819
4883387.93,652762.46,55099.7948
4883387.91,652762.38,55099.8191
4883387.9,652762.28,55099.823
4883387.89,652762.18,55099.7213
4883387.86,652762.1,55099.6886
4883387.85,652762,55099.751
4883387.82,652761.9,55099.7358
4883387.81,652761.8,55099.6338
4883387.79,652761.71,55099.5605
4883387.76,652761.61,55099.5907
4883387.74,652761.51,55099.6383
4883387.71,652761.41,55099.5178
4883387.69,652761.31,55099.3351
4883387.66,652761.21,55099.3209
4883387.64,652761.12,55099.3869
4883387.61,652761.02,55099.3957
4883387.58,652760.93,55099.3651
4883387.55,652760.83,55099.2889
4883387.52,652760.73,55099.1748
4883387.48,652760.63,55099.0713
4883387.46,652760.54,55098.9913
4883387.42,652760.44,55098.9472
4883387.4,652760.34,55098.9364
4883387.37,652760.23,55098.9116
4883387.36,652760.12,55098.8568
4883387.34,652760.02,55098.7995
4883387.32,652759.91,55098.7003
4883387.3,652759.8,55098.47
4883387.28,652759.7,55098.2081
4883387.26,652759.59,55098.1096
4883387.25,652759.49,55098.0944
4883387.23,652759.39,55098.0323
4883387.21,652759.28,55098.0387
4883387.18,652759.19,55098.1597
4883387.16,652759.09,55098.271
4883387.13,652759,55098.2974
4883387.11,652758.9,55098.2749
4883387.07,652758.81,55098.3956
4883387.05,652758.71,55098.7999
4883387.03,652758.62,55099.2904
4883387,652758.54,55099.682
4883386.99,652758.43,55100.1318
4883386.96,652758.34,55100.7443
4883386.94,652758.24,55101.4474
4883386.9,652758.14,55102.2384
4883386.88,652758.03,55103.0158
4883386.85,652757.93,55103.6503
4883386.84,652757.83,55104.163
4883386.82,652757.73,55104.461
4883386.8,652757.63,55104.4454
4883386.79,652757.53,55104.2462
4883386.76,652757.42,55104.019
4883386.74,652757.32,55103.7658
4883386.73,652757.22,55103.3957
4883386.7,652757.12,55102.8957
4883386.69,652757.01,55102.3068
4883386.67,652756.91,55101.6585
4883386.66,652756.81,55101.1197
4883386.66,652756.71,55100.8478
4883386.65,652756.61,55100.7056
4883386.63,652756.53,55100.3937
4883386.62,652756.43,55099.863
4883386.61,652756.34,55099.5314
4883386.59,652756.25,55099.6864
4883386.57,652756.16,55099.9621
4883386.54,652756.07,55099.9153
4883386.53,652755.98,55099.5464
4883386.51,652755.89,55099.1665
4883386.47,652755.8,55099.096
4883386.45,652755.7,55099.2602
4883386.42,652755.61,55099.352
4883386.41,652755.51,55099.3934
4883386.4,652755.42,55099.4895
4883386.38,652755.32,55099.5029
4883386.37,652755.22,55099.3772
4883386.36,652755.12,55099.2313
4883386.33,652755.03,55099.1601
4883386.31,652754.92,55099.1929
4883386.27,652754.82,55099.2936
4883386.23,652754.72,55099.4015
4883386.2,652754.61,55099.4929
4883386.16,652754.51,55099.5137
4883386.13,652754.41,55099.417
4883386.09,652754.3,55099.3187
4883386.05,652754.2,55099.3559
4883386.01,652754.1,55099.4588
4883385.97,652754.01,55099.512
4883385.94,652753.91,55099.6111
4883385.91,652753.79,55099.8335
4883385.89,652753.69,55099.9275
4883385.88,652753.59,55099.7296
4883385.85,652753.48,55099.5863
4883385.84,652753.38,55099.7713
4883385.82,652753.28,55099.9595
4883385.81,652753.18,55099.9047
4883385.8,652753.08,55099.8874
4883385.79,652752.99,55099.9603
4883385.79,652752.9,55099.901
4883385.78,652752.81,55099.939
4883385.78,652752.72,55100.2098
4883385.76,652752.63,55100.2706
4883385.76,652752.54,55100.0318
4883385.76,652752.45,55099.8766
4883385.75,652752.36,55099.834
4883385.74,652752.25,55099.7733
4883385.73,652752.16,55099.7916
4883385.73,652752.05,55099.8616
4883385.72,652751.95,55099.8286
4883385.71,652751.83,55099.6936
4883385.7,652751.72,55099.5525
4883385.7,652751.61,55099.4792
4883385.69,652751.5,55099.4321
4883385.68,652751.4,55099.4104
4883385.67,652751.29,55099.53
4883385.65,652751.19,55099.6026
4883385.64,652751.09,55099.3569
4883385.62,652750.99,55099.0277
4883385.59,652750.89,55098.9821
4883385.57,652750.8,55099.251
4883385.54,652750.7,55099.6007
4883385.52,652750.62,55099.7153
4883385.49,652750.52,55099.5809
4883385.46,652750.43,55099.5287
4883385.43,652750.35,55099.651
4883385.41,652750.26,55099.7542
4883385.37,652750.17,55099.8003
4883385.35,652750.09,55099.8316
4883385.31,652750,55099.8174
4883385.28,652749.91,55099.7685
4883385.25,652749.82,55099.7125
4883385.22,652749.73,55099.7313
4883385.18,652749.63,55099.9495
4883385.16,652749.53,55100.2053
4883385.12,652749.42,55100.2776
4883385.1,652749.33,55100.3736
4883385.06,652749.23,55100.6624
4883385.04,652749.13,55100.9423
4883385.01,652749.03,55101.1448
4883384.99,652748.95,55101.3867
4883384.95,652748.85,55101.6489
4883384.94,652748.75,55101.8801
4883384.92,652748.66,55102.0943
4883384.89,652748.56,55102.2803
4883384.87,652748.48,55102.4099
4883384.84,652748.39,55102.4469
4883384.83,652748.29,55102.3594
4883384.83,652748.2,55102.0947
4883384.8,652748.11,55101.6814
4883384.79,652748.01,55101.3536
4883384.79,652747.91,55101.1395
4883384.77,652747.81,55100.8048
4883384.76,652747.72,55100.3962
4883384.75,652747.61,55100.0669
4883384.75,652747.53,55099.7469
4883384.73,652747.43,55099.4546
4883384.72,652747.33,55099.263
4883384.72,652747.23,55099.0609
4883384.7,652747.14,55098.8115
4883384.69,652747.04,55098.6112
4883384.68,652746.94,55098.535
4883384.66,652746.85,55098.6398
4883384.65,652746.74,55098.7677
4883384.63,652746.65,55098.7115
4883384.61,652746.54,55098.7082
4883384.6,652746.45,55098.9884
4883384.59,652746.35,55099.2323
4883384.57,652746.26,55099.1529
4883384.56,652746.16,55098.9407
4883384.56,652746.06,55098.8734
4883384.54,652745.96,55098.9756
4883384.54,652745.86,55099.0909
4883384.54,652745.75,55099.1268
4883384.52,652745.64,55099.1323
4883384.52,652745.53,55099.1291
4883384.51,652745.41,55099.089
4883384.49,652745.29,55099.0007
4883384.48,652745.18,55098.8877
4883384.47,652745.07,55098.8917
4883384.46,652744.95,55099.0464
4883384.45,652744.83,55099.1712
4883384.45,652744.72,55099.2398
4883384.43,652744.61,55099.259
4883384.42,652744.5,55099.0865
4883384.4,652744.39,55098.8762
4883384.38,652744.28,55098.8695
4883384.37,652744.19,55098.7998
4883384.34,652744.08,55098.5581
4883384.32,652743.98,55098.6238
4883384.29,652743.88,55098.9828
4883384.26,652743.77,55099.0679
4883384.23,652743.66,55098.8319
4883384.19,652743.56,55098.5256
4883384.16,652743.44,55098.2251
4883383.07,652743.61,55098.8825
4883383.08,652743.7,55098.9411
4883383.09,652743.81,55098.9967
4883383.11,652743.92,55098.9974
4883383.12,652744.03,55099.0173
4883383.14,652744.14,55099.1303
4883383.16,652744.25,55099.2332
4883383.17,652744.37,55099.1614
4883383.2,652744.48,55098.9723
4883383.22,652744.59,55098.9673
4883383.25,652744.7,55099.2639
4883383.27,652744.81,55099.5022
4883383.3,652744.92,55099.4345
4883383.32,652745.04,55099.2813
4883383.33,652745.15,55099.166
4883383.35,652745.26,55099.03
4883383.36,652745.38,55098.9894
4883383.38,652745.49,55099.085
4883383.4,652745.61,55099.0957
4883383.41,652745.72,55099.0136
4883383.43,652745.83,55099.0708
4883383.45,652745.95,55099.1366
4883383.48,652746.06,55099.0248
4883383.5,652746.17,55099.0423
4883383.53,652746.28,55099.2902
4883383.55,652746.39,55099.3825
4883383.58,652746.5,55099.3225
4883383.6,652746.61,55099.3904
4883383.64,652746.72,55099.4183
4883383.66,652746.83,55099.309
4883383.7,652746.94,55099.3577
4883383.72,652747.04,55099.5172
4883383.75,652747.15,55099.5255
4883383.78,652747.26,55099.5432
4883383.82,652747.36,55099.8179
4883383.84,652747.47,55100.2188
4883383.87,652747.56,55100.4726
4883383.89,652747.67,55100.5899
4883383.92,652747.76,55100.7555
4883383.93,652747.87,55100.9533
4883383.96,652747.96,55101.0802
4883383.97,652748.06,55101.2313
4883383.98,652748.15,55101.511
4883384,652748.26,55101.771
4883384.02,652748.35,55101.88
4883384.03,652748.46,55101.8561
4883384.05,652748.55,55101.6897
4883384.06,652748.65,55101.563
4883384.07,652748.74,55101.647
4883384.1,652748.84,55101.7149
4883384.11,652748.94,55101.6813
4883384.13,652749.05,55101.63
4883384.15,652749.15,55101.4074
4883384.16,652749.25,55101.1106
4883384.18,652749.35,55101.0069
4883384.2,652749.45,55100.9384
4883384.23,652749.56,55100.804
4883384.25,652749.65,55100.8309
4883384.28,652749.76,55100.9607
4883384.29,652749.85,55100.9552
4883384.31,652749.95,55100.8284
4883384.33,652750.05,55100.6065
4883384.35,652750.15,55100.3503
4883384.36,652750.25,55100.2607
4883384.38,652750.35,55100.2583
4883384.39,652750.45,55100.1767
4883384.4,652750.55,55100.2085
4883384.43,652750.64,55100.3721
4883384.44,652750.74,55100.3265
4883384.46,652750.82,55100.1093
4883384.47,652750.92,55100.0847
4883384.48,652751.02,55100.2542
4883384.5,652751.11,55100.3719
4883384.5,652751.21,55100.3903
4883384.51,652751.3,55100.3541
4883384.51,652751.4,55100.2841
4883384.52,652751.5,55100.271
4883384.53,652751.58,55100.292
4883384.53,652751.69,55100.3077
4883384.54,652751.78,55100.5273
4883384.56,652751.87,55100.858
4883384.58,652751.98,55100.8464
4883384.6,652752.06,55100.5948
4883384.62,652752.17,55100.5496
4883384.63,652752.26,55100.6952
4883384.66,652752.36,55100.7203
4883384.68,652752.45,55100.5161
4883384.72,652752.55,55100.359
4883384.74,652752.64,55100.4204
4883384.77,652752.74,55100.4651
4883384.79,652752.84,55100.4919
4883384.8,652752.93,55100.6395
4883384.83,652753.03,55100.6329
4883384.84,652753.14,55100.3871
4883384.86,652753.23,55100.2794
4883384.87,652753.34,55100.3732
4883384.88,652753.44,55100.3987
4883384.91,652753.55,55100.3277
4883384.92,652753.65,55100.2311
4883384.95,652753.75,55100.0884
4883384.96,652753.86,55100.0301
4883384.98,652753.95,55100.2198
4883385.01,652754.06,55100.5105
4883385.02,652754.15,55100.6107
4883385.05,652754.26,55100.5032
4883385.07,652754.36,55100.3752
4883385.08,652754.45,55100.2948
4883385.11,652754.56,55100.2422
4883385.13,652754.66,55100.2221
4883385.16,652754.77,55100.237
4883385.18,652754.87,55100.3088
4883385.21,652754.97,55100.3992
4883385.23,652755.08,55100.4166
4883385.26,652755.18,55100.4458
4883385.28,652755.28,55100.6049
4883385.31,652755.39,55100.761
4883385.33,652755.49,55100.7895
4883385.37,652755.59,55100.8212
4883385.39,652755.69,55100.965
4883385.43,652755.78,55101.1332
4883385.45,652755.88,55101.2455
4883385.48,652755.98,55101.3319
4883385.5,652756.08,55101.4583
4883385.52,652756.17,55101.6939
4883385.54,652756.28,55102.1044
4883385.56,652756.37,55102.646
4883385.58,652756.47,55103.1685
4883385.6,652756.57,55103.6758
4883385.61,652756.68,55104.277
4883385.64,652756.78,55104.9315
4883385.65,652756.88,55105.6484
4883385.68,652756.99,55106.5661
4883385.69,652757.1,55107.5713
4883385.71,652757.21,55108.4094
4883385.73,652757.32,55109.1004
4883385.74,652757.44,55109.6564
4883385.76,652757.56,55110.0739
4883385.77,652757.67,55110.7144
4883385.77,652757.78,55111.5897
4883385.79,652757.88,55112.081
4883385.8,652757.99,55112.0058
4883385.81,652758.1,55111.6171
4883385.83,652758.2,55110.8618
4883385.84,652758.3,55109.7964
4883385.86,652758.39,55108.8594
4883385.89,652758.48,55108.2285
4883385.91,652758.57,55107.7179
4883385.93,652758.66,55107.1397
4883385.95,652758.74,55106.4084
4883385.96,652758.82,55105.6135
4883385.98,652758.91,55104.8653
4883386,652759.01,55104.1027
4883386.03,652759.1,55103.4178
4883386.05,652759.21,55103.0236
4883386.09,652759.31,55102.6788
4883386.12,652759.41,55102.0427
4883386.16,652759.51,55101.3539
4883386.2,652759.6,55100.9988
4883386.24,652759.71,55100.8749
4883386.29,652759.81,55100.6561
4883386.32,652759.9,55100.3651
4883386.36,652760.01,55100.1663
4883386.38,652760.1,55099.9397
4883386.42,652760.21,55099.6534
4883386.44,652760.31,55099.5634
4883386.48,652760.41,55099.7032
4883386.5,652760.53,55099.8255
4883386.54,652760.64,55099.8745
4883386.58,652760.76,55099.9241
4883386.61,652760.88,55099.8112
4883386.64,652761,55099.5492
4883386.67,652761.11,55099.609
4883386.7,652761.23,55100.0039
4883386.73,652761.35,55100.1852
4883386.77,652761.47,55100.1388
4883386.79,652761.59,55100.1899
4883386.82,652761.7,55100.2478
4883386.84,652761.82,55100.1875
4883386.86,652761.94,55100.1333
4883386.87,652762.04,55100.1556
4883386.87,652762.14,55100.1872
4883386.88,652762.26,55100.2037
4883386.88,652762.37,55100.2776
4883386.88,652762.47,55100.3494
4883386.88,652762.58,55100.3228
4883386.89,652762.67,55100.3813
4883386.88,652762.77,55100.6004
4883386.88,652762.86,55100.6998
4883386.87,652762.94,55100.6619
4883386.86,652763.03,55100.698
4883386.84,652763.11,55100.6474
4883386.82,652763.2,55100.4232
4883386.8,652763.29,55100.302
4883386.78,652763.38,55100.3267
4883386.77,652763.46,55100.4506
4883386.75,652763.55,55100.7134
4883386.75,652763.64,55100.8602
4883386.76,652763.73,55100.7398
4883386.77,652763.83,55100.5298
4883386.78,652763.92,55100.3245
4883386.81,652764,55100.2509
4883386.84,652764.09,55100.373
4883386.87,652764.18,55100.4936
4883386.9,652764.27,55100.5414
4883386.94,652764.35,55100.5411
4883386.98,652764.43,55100.4741
4883387.01,652764.52,55100.4331
4883387.04,652764.6,55100.4014
4883387.08,652764.69,55100.2734
4883387.1,652764.77,55100.1976
4883387.13,652764.86,55100.3075
4883387.15,652764.95,55100.3901
4883387.16,652765.04,55100.2316
4883387.19,652765.13,55099.9774
4883387.2,652765.22,55099.8893
4883387.23,652765.31,55099.9894
4883387.25,652765.4,55100.1422
4883387.27,652765.5,55100.2416
4883387.3,652765.59,55100.2628
4883387.32,652765.68,55100.3068
4883387.34,652765.78,55100.414
4883387.36,652765.87,55100.468
4883387.37,652765.97,55100.521
4883387.39,652766.06,55100.7222
4883387.4,652766.17,55100.9568
4883387.41,652766.27,55101.113
4883387.43,652766.37,55101.2985
4883387.44,652766.46,55101.564
4883387.45,652766.57,55101.8752
4883387.47,652766.66,55102.2358
4883387.48,652766.76,55102.6826
4883387.51,652766.86,55103.2515
4883387.52,652766.96,55103.849
4883387.52,652767.05,55104.3649
4883387.52,652767.15,55104.8565
4883387.54,652767.25,55105.3161
4883387.55,652767.34,55105.6899
4883387.55,652767.44,55106.0598
4883387.57,652767.53,55106.3951
4883387.58,652767.62,55106.5676
4883387.59,652767.71,55106.6108
4883387.61,652767.8,55106.6243
4883387.63,652767.89,55106.5849
4883387.65,652767.98,55106.3474
4883387.68,652768.07,55105.8839
4883387.7,652768.16,55105.3897
4883387.73,652768.24,55104.9948
4883387.75,652768.33,55104.6445
4883387.78,652768.42,55104.2618
4883387.8,652768.51,55103.8214
4883387.82,652768.59,55103.2839
4883387.84,652768.68,55102.5856
4883387.86,652768.77,55101.8736
4883387.89,652768.86,55101.4043
4883387.91,652768.95,55101.057
4883387.93,652769.04,55100.6119
4883387.96,652769.13,55100.2453
4883387.99,652769.22,55100.0638
4883388.02,652769.32,55099.8382
4883388.04,652769.42,55099.5088
4883388.08,652769.52,55099.192
4883388.11,652769.62,55098.9016
4883388.15,652769.72,55098.6795
4883388.19,652769.83,55098.5871
4883388.23,652769.93,55098.5153
4883388.27,652770.03,55098.3212
4883388.29,652770.13,55098.1007
4883388.33,652770.23,55098.009
4883388.35,652770.34,55097.9624
4883388.39,652770.44,55097.8749
4883388.42,652770.54,55097.8372
4883388.46,652770.64,55097.8919
4883388.5,652770.74,55097.9951
4883388.53,652770.84,55098.0984
4883388.56,652770.94,55098.1068
4883388.58,652771.04,55097.9855
4883388.59,652771.14,55097.868
4883388.62,652771.24,55097.8781
4883388.63,652771.35,55097.9509
4883388.65,652771.44,55097.9263
4883388.66,652771.55,55097.8156
4883388.68,652771.65,55097.785
4883388.69,652771.75,55097.8152
4883387.32,652771.98,55098.2343
4883387.3,652771.86,55098.1758
4883387.27,652771.74,55098.1123
4883387.24,652771.62,55098.0984
4883387.22,652771.49,55098.1232
4883387.2,652771.37,55098.2988
4883387.17,652771.25,55098.5033
4883387.16,652771.13,55098.4455
4883387.14,652771.01,55098.2937
4883387.12,652770.89,55098.3381
4883387.1,652770.78,55098.4294
4883387.08,652770.66,55098.4479
4883387.06,652770.56,55098.5106
4883387.04,652770.44,55098.6204
4883387.02,652770.33,55098.6813
4883387.01,652770.23,55098.6763
4883386.99,652770.13,55098.6556
4883386.97,652770.02,55098.6968
4883386.95,652769.91,55098.8947
4883386.93,652769.81,55099.1571
4883386.9,652769.7,55099.2383
4883386.88,652769.59,55099.1511
4883386.87,652769.48,55099.1429
4883386.84,652769.37,55099.3735
4883386.83,652769.26,55099.7777
4883386.8,652769.15,55100.1313
4883386.79,652769.05,55100.3413
4883386.78,652768.94,55100.5076
4883386.76,652768.83,55100.6453
4883386.75,652768.72,55100.6711
4883386.72,652768.62,55100.7033
4883386.71,652768.51,55100.9156
4883386.7,652768.41,55101.168
4883386.67,652768.32,55101.3846
4883386.65,652768.22,55101.6941
4883386.62,652768.13,55101.8923
4883386.6,652768.04,55101.814
4883386.59,652767.95,55101.7389
4883386.56,652767.85,55101.7998
4883386.54,652767.77,55101.9532
4883386.52,652767.69,55102.1911
4883386.5,652767.61,55102.2743
4883386.49,652767.53,55102.0301
4883386.46,652767.45,55101.6703
4883386.46,652767.36,55101.495
4883386.44,652767.28,55101.559
4883386.42,652767.2,55101.5708
4883386.42,652767.11,55101.363
4883386.41,652767.03,55101.1877
4883386.41,652766.94,55101.1517
4883386.41,652766.86,55101.087
4883386.4,652766.78,55101.0198
4883386.39,652766.69,55101.085
4883386.39,652766.6,55101.1558
4883386.37,652766.5,55100.9755
4883386.36,652766.4,55100.6163
4883386.35,652766.3,55100.3924
4883386.32,652766.19,55100.3048
4883386.31,652766.09,55100.1868
4883386.29,652765.99,55100.0985
4883386.26,652765.89,55100.1071
4883386.24,652765.79,55100.1724
4883386.21,652765.7,55100.2159
4883386.18,652765.6,55100.1736
4883386.15,652765.49,55100.127
4883386.12,652765.38,55100.1514
4883386.09,652765.27,55100.1639
4883386.08,652765.17,55100.1104
4883386.06,652765.05,55100.1199
4883386.04,652764.96,55100.26
4883386.04,652764.85,55100.303
4883386.02,652764.75,55100.1176
4883386.01,652764.65,55099.9589
4883386.01,652764.54,55100.0599
4883385.99,652764.44,55100.3266
4883385.98,652764.33,55100.5531
4883385.98,652764.24,55100.6137
4883385.98,652764.13,55100.5006
4883385.96,652764.03,55100.4051
4883385.96,652763.93,55100.417
4883385.95,652763.84,55100.3753
4883385.94,652763.74,55100.3403
4883385.93,652763.65,55100.3924
4883385.92,652763.57,55100.3943
4883385.9,652763.48,55100.448
4883385.89,652763.39,55100.5945
4883385.88,652763.31,55100.6069
4883385.85,652763.23,55100.4916
4883385.83,652763.15,55100.3445
4883385.81,652763.07,55100.1838
4883385.77,652762.99,55100.0874
4883385.74,652762.91,55100.0192
4883385.7,652762.83,55099.9682
4883385.67,652762.75,55100.0708
4883385.63,652762.67,55100.1934
4883385.59,652762.58,55100.1296
4883385.56,652762.5,55100.1045
4883385.52,652762.41,55100.2995
4883385.49,652762.34,55100.4936
4883385.45,652762.25,55100.4943
4883385.43,652762.16,55100.2753
4883385.39,652762.07,55100.0154
4883385.37,652761.98,55100.0477
4883385.33,652761.88,55100.236
4883385.31,652761.79,55100.1233
4883385.29,652761.68,55099.8347
4883385.26,652761.59,55099.8231
4883385.23,652761.49,55100.0535
4883385.21,652761.4,55100.1657
4883385.18,652761.29,55100.1096
4883385.16,652761.2,55100.1797
4883385.14,652761.09,55100.3523
4883385.12,652760.99,55100.2636
4883385.11,652760.89,55100.0241
4883385.09,652760.78,55100.0534
4883385.07,652760.67,55100.3481
4883385.06,652760.56,55100.6564
4883385.05,652760.45,55100.846
4883385.03,652760.34,55100.8927
4883385.02,652760.23,55100.8689
4883385,652760.12,55100.9147
4883384.99,652760.02,55101.1288
4883384.98,652759.9,55101.4523
4883384.96,652759.79,55101.6857
4883384.95,652759.67,55101.7845
4883384.94,652759.57,55101.9065
4883384.92,652759.46,55102.0427
4883384.92,652759.34,55102.1523
4883384.91,652759.23,55102.4154
4883384.89,652759.14,55102.7699
4883384.88,652759.03,55102.9284
4883384.88,652758.94,55103.0408
4883384.86,652758.84,55103.4061
4883384.85,652758.74,55103.8586
4883384.84,652758.63,55104.1837
4883384.81,652758.54,55104.3945
4883384.8,652758.43,55104.4448
4883384.77,652758.33,55104.4217
4883384.75,652758.23,55104.5246
4883384.74,652758.13,55104.6894
4883384.71,652758.04,55104.7651
4883384.69,652757.93,55104.7349
4883384.67,652757.84,55104.651
4883384.65,652757.73,55104.5248
4883384.64,652757.64,55104.3159
4883384.62,652757.53,55104.1761
4883384.61,652757.44,55104.2429
4883384.58,652757.33,55104.1975
4883384.58,652757.24,55103.8608
4883384.57,652757.13,55103.6001
4883384.55,652757.02,55103.5575
4883384.55,652756.91,55103.4488
4883384.55,652756.8,55103.1813
4883384.54,652756.69,55102.9286
4883384.52,652756.58,55102.7441
4883384.51,652756.49,55102.5599
4883384.48,652756.38,55102.3571
4883384.46,652756.29,55102.1203
4883384.44,652756.18,55101.8933
4883384.41,652756.09,55101.8015
4883384.39,652755.99,55101.8749
4883384.37,652755.89,55101.9498
4883384.36,652755.79,55101.8457
4883384.34,652755.7,55101.6818
4883384.33,652755.59,55101.6606
4883384.32,652755.49,55101.6344
4883384.31,652755.38,55101.4852
4883384.3,652755.27,55101.4435
4883384.29,652755.17,55101.5455
4883384.29,652755.07,55101.5179
4883384.27,652754.97,55101.4071
4883384.27,652754.87,55101.4664
4883384.26,652754.77,55101.4995
4883384.23,652754.67,55101.2731
4883384.22,652754.57,55101.0834
4883384.2,652754.47,55101.1256
4883384.17,652754.36,55101.1829
4883384.15,652754.26,55101.1876
4883384.12,652754.16,55101.1999
4883384.11,652754.05,55101.1279
4883384.08,652753.95,55101.0313
4883384.07,652753.85,55101.0605
4883384.06,652753.75,55101.1219
4883384.03,652753.65,55101.1192
4883384.02,652753.55,55101.0825
4883384.01,652753.45,55101.0682
4883383.99,652753.35,55101.0953
4883383.97,652753.26,55101.0184
4883383.94,652753.17,55100.9042
4883383.92,652753.08,55101.0795
4883383.89,652752.99,55101.3521
4883383.87,652752.9,55101.2842
4883383.83,652752.82,55101.0829
4883383.8,652752.74,55101.0788
4883383.76,652752.65,55101.1317
4883383.73,652752.57,55101.1889
4883383.69,652752.49,55101.31
4883383.67,652752.4,55101.2921
4883383.65,652752.32,55101.0971
4883383.62,652752.23,55100.9979
4883383.61,652752.13,55101.1074
4883383.58,652752.04,55101.2595
4883383.57,652751.94,55101.3384
4883383.56,652751.85,55101.4394
4883383.53,652751.74,55101.5326
4883383.51,652751.64,55101.4532
4883383.47,652751.54,55101.2814
4883383.45,652751.44,55101.1493
4883383.42,652751.34,55101.0616
4883383.4,652751.24,55101.1695
4883383.37,652751.14,55101.5319
4883383.36,652751.03,55101.7614
4883383.34,652750.94,55101.6382
4883383.32,652750.84,55101.4784
4883383.31,652750.74,55101.4595
4883383.31,652750.64,55101.4449
4883383.29,652750.54,55101.3385
4883383.29,652750.44,55101.1135
4883383.28,652750.34,55100.9208
4883383.26,652750.24,55100.9797
4883383.25,652750.15,55101.1385
4883383.25,652750.04,55101.0958
4883383.24,652749.95,55100.9185
4883383.22,652749.84,55100.8828
4883383.21,652749.76,55100.9763
4883383.2,652749.66,55100.9063
4883383.18,652749.56,55100.8185
4883383.17,652749.48,55101.1105
4883383.16,652749.39,55101.3767
4883383.14,652749.3,55101.1924
4883383.14,652749.21,55101.0406
4883383.13,652749.11,55101.1053
4883383.11,652749.01,55101.0253
4883383.1,652748.91,55100.9699
4883383.09,652748.81,55101.1942
4883383.07,652748.7,55101.321
4883383.05,652748.61,55101.0339
4883383.04,652748.51,55100.6466
4883383.01,652748.41,55100.5751
4883382.99,652748.31,55100.7173
4883382.96,652748.22,55100.7517
