X,Y,Mag
4883396.78,652759.06,55097.0064
4883396.8,652759.15,55097.0739
4883396.79,652759.25,55097.1864
4883396.79,652759.33,55097.2501
4883396.79,652759.41,55097.2468
4883396.78,652759.49,55097.22
4883396.78,652759.58,55097.1784
4883396.77,652759.65,55097.1504
4883396.78,652759.73,55097.2406
4883396.78,652759.81,55097.3957
4883396.78,652759.89,55097.4041
4883396.79,652759.97,55097.273
4883396.8,652760.04,55097.2243
4883396.82,652760.12,55097.3357
4883396.83,652760.19,55097.4736
4883396.84,652760.27,55097.5
4883396.86,652760.35,55097.4
4883396.88,652760.43,55097.3012
4883396.89,652760.52,55097.3359
4883396.92,652760.6,55097.434
4883396.94,652760.7,55097.4621
4883396.96,652760.79,55097.4366
4883396.98,652760.88,55097.3892
4883396.99,652760.98,55097.3243
4883397.02,652761.08,55097.3184
4883397.03,652761.18,55097.3818
4883397.06,652761.27,55097.4014
4883397.07,652761.37,55097.3672
4883397.09,652761.47,55097.3656
4883397.12,652761.58,55097.3646
4883397.13,652761.67,55097.3416
4883397.16,652761.78,55097.3778
4883397.17,652761.88,55097.4874
4883397.19,652761.98,55097.64
4883397.21,652762.1,55097.7618
4883397.22,652762.2,55097.7449
4883397.24,652762.31,55097.6826
4883397.25,652762.42,55097.7596
4883397.26,652762.53,55097.9185
4883397.26,652762.53,55097.99
4883397.28,652762.64,55097.9987
4883397.29,652762.74,55098.0668
4883397.32,652762.95,55098.2054
4883397.32,652763.06,55098.3686
4883397.34,652763.17,55098.4683
4883397.36,652763.29,55098.467
4883397.37,652763.4,55098.5383
4883397.4,652763.52,55098.7835
4883397.41,652763.64,55099.1009
4883397.42,652763.75,55099.4706
4883397.45,652763.86,55099.9235
4883397.47,652763.97,55100.4384
4883397.49,652764.08,55101.0461
4883397.51,652764.19,55101.7872
4883397.54,652764.29,55102.6452
4883397.56,652764.39,55103.6428
4883397.59,652764.5,55104.8841
4883397.62,652764.6,55106.3743
4883397.66,652764.7,55107.9658
4883397.68,652764.8,55109.6272
4883397.72,652764.89,55111.3967
4883397.75,652764.97,55113.1077
4883397.78,652765.05,55114.6849
4883397.8,652765.13,55116.3787
4883397.81,652765.21,55118.3685
4883397.84,652765.29,55120.5855
4883397.85,652765.36,55122.7936
4883397.87,652765.45,55124.6323
4883397.88,652765.54,55125.9271
4883397.89,652765.61,55126.76
4883397.91,652765.7,55127.1495
4883397.93,652765.78,55127.0632
4883397.94,652765.86,55126.4798
4883397.95,652765.94,55125.2846
4883397.97,652766.04,55123.4304
4883397.98,652766.13,55121.0531
4883397.99,652766.23,55118.4626
4883398.02,652766.32,55116.0363
4883398.03,652766.42,55113.7729
4883398.04,652766.52,55111.3447
4883398.06,652766.63,55108.7864
4883398.07,652766.74,55106.5438
4883398.08,652766.84,55104.7994
4883398.11,652766.94,55103.3079
4883398.12,652767.03,55101.9954
4883398.15,652767.13,55101.0689
4883398.17,652767.23,55100.485
4883398.2,652767.33,55099.9725
4883398.22,652767.42,55099.4579
4883398.24,652767.52,55099.0175
4883398.26,652767.62,55098.6678
4883398.28,652767.73,55098.4671
4883398.31,652767.82,55098.4585
4883398.32,652767.93,55098.4981
4883398.35,652768.02,55098.4882
4883398.37,652768.12,55098.4977
4883398.39,652768.21,55098.5311
4883398.42,652768.3,55098.5416
4883398.43,652768.4,55098.5594
4883398.46,652768.49,55098.627
4883398.47,652768.59,55098.7741
4883398.49,652768.69,55098.9398
4883398.51,652768.79,55098.9554
4883398.52,652768.88,55098.8854
4883398.55,652768.99,55098.9852
4883398.57,652769.1,55099.2373
4883398.6,652769.21,55099.4536
4883398.62,652769.32,55099.5607
4883398.63,652769.43,55099.5683
4883398.66,652769.54,55099.542
4883398.68,652769.64,55099.5374
4883398.71,652769.74,55099.5924
4883398.73,652769.85,55099.7545
4883398.76,652769.94,55099.9454
4883397.73,652770.13,55100.2713
4883397.7,652770.01,55100.2106
4883397.68,652769.89,55100.0676
4883397.65,652769.77,55099.9317
4883397.63,652769.65,55099.91
4883397.6,652769.54,55099.9299
4883397.59,652769.42,55099.8926
4883397.56,652769.3,55099.8481
4883397.54,652769.18,55099.8506
4883397.51,652769.07,55099.8238
4883397.49,652768.95,55099.7249
4883397.46,652768.83,55099.6665
4883397.43,652768.71,55099.7027
4883397.39,652768.6,55099.7638
4883397.37,652768.48,55099.7887
4883397.33,652768.37,55099.7328
4883397.31,652768.27,55099.6987
4883397.27,652768.17,55099.8051
4883397.25,652768.08,55099.8998
4883397.22,652767.98,55099.9244
4883397.19,652767.9,55100.0466
4883397.16,652767.81,55100.24
4883397.15,652767.73,55100.3839
4883397.13,652767.64,55100.5431
4883397.11,652767.55,55100.7694
4883397.09,652767.47,55100.9806
4883397.07,652767.38,55101.1832
4883397.05,652767.3,55101.4279
4883397.04,652767.21,55101.656
4883397.02,652767.12,55101.8803
4883397,652767.03,55102.2052
4883396.99,652766.93,55102.6325
4883396.98,652766.83,55103.0743
4883396.97,652766.71,55103.5001
4883396.96,652766.62,55103.9456
4883396.94,652766.51,55104.409
4883396.94,652766.4,55104.8493
4883396.93,652766.28,55105.2351
4883396.94,652766.17,55105.6346
4883396.93,652766.05,55106.1606
4883396.92,652765.94,55106.6901
4883396.92,652765.82,55106.9535
4883396.89,652765.7,55106.8681
4883396.88,652765.58,55106.5605
4883396.85,652765.46,55106.201
4883396.84,652765.35,55105.8374
4883396.81,652765.24,55105.4167
4883396.79,652765.13,55104.9642
4883396.78,652765.02,55104.5312
4883396.76,652764.92,55104.0528
4883396.74,652764.82,55103.5073
4883396.72,652764.72,55103.0067
4883396.71,652764.62,55102.5732
4883396.69,652764.52,55102.1499
4883396.67,652764.42,55101.7397
4883396.65,652764.33,55101.3047
4883396.62,652764.23,55100.8963
4883396.6,652764.14,55100.6846
4883396.57,652764.03,55100.5487
4883396.55,652763.94,55100.2678
4883396.54,652763.83,55099.9816
4883396.51,652763.74,55099.8344
4883396.5,652763.63,55099.6891
4883396.49,652763.53,55099.4913
4883396.49,652763.53,55099.3698
4883396.48,652763.43,55099.3126
4883396.47,652763.33,55099.1597
4883396.46,652763.23,55098.9331
4883396.44,652763.13,55098.822
4883396.43,652763.03,55098.8341
4883396.42,652762.93,55098.7892
4883396.4,652762.83,55098.6507
4883396.39,652762.72,55098.5244
4883396.36,652762.62,55098.4113
4883396.34,652762.52,55098.2819
4883396.32,652762.42,55098.1722
4883396.29,652762.32,55098.0996
4883396.26,652762.23,55098.1041
4883396.23,652762.13,55098.16
4883396.2,652762.04,55098.1239
4883396.17,652761.94,55098.01
4883396.14,652761.86,55097.9503
4883396.1,652761.76,55097.918
4883396.08,652761.68,55097.8526
4883396.04,652761.59,55097.8415
4883396.02,652761.51,55097.9462
4883395.99,652761.43,55098.0432
4883395.97,652761.36,55098.0171
4883395.93,652761.27,55097.9126
4883395.91,652761.18,55097.8082
4883395.88,652761.09,55097.7623
4883395.85,652761,55097.8035
4883395.82,652760.9,55097.8702
4883395.8,652760.81,55097.8857
4883395.76,652760.73,55097.8416
4883395.74,652760.64,55097.7697
4883395.72,652760.55,55097.7139
4883395.7,652760.46,55097.7242
4883395.68,652760.38,55097.7993
4883395.67,652760.29,55097.8436
4883395.65,652760.2,55097.8118
4883395.64,652760.11,55097.8034
4883395.63,652760.02,55097.8676
4883395.6,652759.93,55097.8967
4883395.59,652759.84,55097.8019
4883395.56,652759.76,55097.6459
4883395.54,652759.67,55097.544
4883395.53,652759.58,55097.5605
4883395.51,652759.5,55097.7136
4883395.49,652759.4,55097.886
4883395.47,652759.32,55097.9003
4883395.45,652759.24,55097.8009
4883395.45,652759.15,55097.7741
4883395.44,652759.06,55097.8618
4883395.44,652758.96,55097.9373
4883395.43,652758.86,55097.9446
4883395.44,652758.76,55097.9648
4883395.44,652758.67,55097.965
4883395.45,652758.56,55097.9041
4883395.45,652758.46,55097.9346
4883395.44,652758.36,55098.0851
4883395.44,652758.25,55098.1855
4883395.44,652758.16,55098.1792
4883395.43,652758.05,55098.1
4883395.41,652757.94,55098.0137
4883395.39,652757.84,55098.0975
4883395.37,652757.72,55098.3835
4883395.35,652757.61,55098.6757
4883395.32,652757.5,55098.8794
4883395.3,652757.38,55099.0153
4883395.27,652757.26,55099.1322
4883395.26,652757.15,55099.3632
4883395.23,652757.03,55099.7368
4883395.2,652756.91,55100.0473
4883395.17,652756.8,55100.1735
4883395.15,652756.68,55100.285
4883395.11,652756.57,55100.4835
4883395.08,652756.45,55100.6339
4883395.05,652756.33,55100.673
4883395.02,652756.22,55100.6532
4883395,652756.11,55100.5982
4883394.98,652756,55100.5317
4883394.95,652755.88,55100.4631
4883394.94,652755.76,55100.3355
4883394.91,652755.65,55100.1222
4883394.9,652755.54,55099.9038
4883394.89,652755.43,55099.715
4883394.86,652755.32,55099.4598
4883394.84,652755.21,55099.1392
4883394.82,652755.1,55098.9135
4883394.8,652755,55098.8034
4883394.77,652754.9,55098.6473
4883394.76,652754.8,55098.3833
4883394.73,652754.7,55098.0981
4883394.7,652754.62,55097.8949
4883394.67,652754.53,55097.8181
4883394.64,652754.44,55097.7892
4883394.61,652754.36,55097.713
4883394.58,652754.28,55097.658
4883394.56,652754.2,55097.6719
4883394.53,652754.12,55097.6141
4883394.51,652754.03,55097.4635
4883394.5,652753.95,55097.3817
4883394.48,652753.85,55097.3961
4883394.47,652753.76,55097.4499
4883394.46,652753.67,55097.5395
4883394.44,652753.58,55097.5859
4883394.43,652753.49,55097.464
4883394.41,652753.41,55097.2111
4883394.39,652753.32,55097.0607
4883394.38,652753.23,55097.1548
4883394.36,652753.15,55097.3165
4883394.34,652753.08,55097.3694
4883394.33,652753.01,55097.3877
4883394.31,652752.94,55097.3688
4883394.29,652752.86,55097.179
4883394.28,652752.78,55096.9553
4883394.28,652752.7,55097.0005
4883394.27,652752.62,55097.2806
4883394.26,652752.53,55097.4694
4883394.26,652752.43,55097.4067
4883394.26,652752.34,55097.2229
4883394.26,652752.25,55097.134
4883394.25,652752.14,55097.2278
4883394.25,652752.14,55097.382
4883394.24,652752.05,55097.4538
4883394.23,652751.94,55097.4589
4883394.21,652751.84,55097.4205
4883394.15,652751.64,55097.3097
4883394.13,652751.55,55097.2452
4883394.09,652751.44,55097.3501
4883394.06,652751.35,55097.4589
4883394.03,652751.24,55097.4652
4883394,652751.14,55097.5648
4883393.97,652751.04,55097.7565
4883393.94,652750.94,55097.8002
4883393.9,652750.84,55097.7252
4883393.87,652750.73,55097.7324
4883393.84,652750.63,55097.8177
4883393.82,652750.54,55097.8687
4883393.79,652750.44,55097.9017
4883393.77,652750.34,55098.0214
4883393.74,652750.23,55098.2234
4883393.72,652750.14,55098.3513
4883393.69,652750.04,55098.2866
4883393.67,652749.95,55098.1698
4883393.67,652749.86,55098.2736
4883393.66,652749.77,55098.5626
4883393.65,652749.67,55098.73
4883393.64,652749.57,55098.7384
4883393.61,652749.46,55098.8789
4883393.6,652749.36,55099.1721
4883393.59,652749.25,55099.2944
4883393.56,652749.16,55099.3226
4883393.54,652749.05,55099.6168
4883393.52,652748.95,55099.9828
4883393.5,652748.84,55100.1294
4883393.49,652748.73,55100.4342
4883393.46,652748.61,55101.2253
4883393.45,652748.49,55102.224
4883393.42,652748.37,55103.1933
4883393.41,652748.25,55104.1599
4883393.38,652748.13,55105.0563
4883393.36,652748.02,55105.8061
4883393.33,652747.92,55106.574
4883393.32,652747.81,55107.6054
4883393.28,652747.7,55108.9134
4883393.26,652747.6,55110.3404
4883393.24,652747.51,55111.7228
4883393.22,652747.41,55112.9415
4883393.2,652747.31,55114.1309
4883393.17,652747.21,55115.4936
4883393.15,652747.11,55116.8484
4883393.12,652747,55117.9329
4883393.1,652746.91,55118.7114
4883393.08,652746.8,55119.1281
4883393.05,652746.71,55119.2224
4883393.03,652746.61,55119.1982
4883393.01,652746.53,55118.9784
4883392.99,652746.45,55118.3295
4883392.98,652746.36,55117.4844
4883392.97,652746.28,55116.8074
4883392.96,652746.19,55116.1263
4883392.95,652746.1,55115.1808
4883392.95,652746.1,55114.0619
4883392.93,652746.01,55112.9335
4883392.93,652745.92,55111.8286
4883392.92,652745.81,55110.632
4883392.9,652745.62,55109.342
4883392.89,652745.52,55108.1874
4883392.88,652745.42,55107.2022
4883392.86,652745.31,55106.1388
4883392.84,652745.22,55104.9511
4883392.82,652745.11,55103.8968
4883392.8,652745.01,55103.1123
4883392.78,652744.9,55102.5
4883392.75,652744.79,55101.9511
4883392.74,652744.69,55101.3896
4883392.71,652744.58,55100.8199
4883392.69,652744.47,55100.3078
4883392.67,652744.35,55099.8276
4883392.66,652744.25,55099.419
4883392.65,652744.14,55099.2098
4883392.63,652744.03,55099.1328
4883392.62,652743.94,55098.9991
4883392.61,652743.84,55098.6651
4883392.58,652743.76,55098.1805
4883392.57,652743.67,55097.9106
4883392.56,652743.59,55098.0384
4883392.54,652743.5,55098.2248
4883392.53,652743.43,55098.1792
4883392.52,652743.35,55098.0125
4883392.5,652743.29,55097.8318
4883392.48,652743.22,55097.5729
4883392.46,652743.15,55097.3955
4883392.42,652743.08,55097.5327
4883392.39,652743,55097.7367
4883392.36,652742.92,55097.6903
4883392.33,652742.85,55097.539
4883392.3,652742.76,55097.4485
4883392.27,652742.67,55097.3894
4883392.24,652742.57,55097.3887
4883392.21,652742.47,55097.3705
4883392.18,652742.36,55097.1936
4883391,652742.51,55097.263
4883391.01,652742.61,55097.2934
4883391.04,652742.71,55097.3182
4883391.05,652742.81,55097.3871
4883391.07,652742.93,55097.5614
4883391.09,652743.04,55097.6657
4883391.11,652743.14,55097.5962
4883391.14,652743.25,55097.5214
4883391.17,652743.36,55097.593
4883391.2,652743.47,55097.7692
4883391.23,652743.58,55097.9268
4883391.27,652743.68,55098.0459
4883391.3,652743.78,55098.1781
4883391.35,652743.88,55098.265
4883391.38,652743.98,55098.2959
4883391.41,652744.08,55098.4167
4883391.44,652744.17,55098.6411
4883391.46,652744.28,55098.8339
4883391.49,652744.37,55098.944
4883391.51,652744.48,55099.0248
4883391.53,652744.57,55099.1789
4883391.56,652744.68,55099.4357
4883391.58,652744.8,55099.7094
4883391.61,652744.91,55099.9702
4883391.63,652745.03,55100.245
4883391.66,652745.14,55100.5136
4883391.68,652745.25,55100.7912
4883391.71,652745.37,55101.1643
4883391.73,652745.49,55101.6077
4883391.77,652745.6,55101.9995
4883391.79,652745.71,55102.3571
4883391.83,652745.83,55102.7159
4883391.85,652745.94,55102.9936
4883391.88,652746.05,55103.2292
4883391.9,652746.15,55103.5538
4883391.94,652746.26,55103.9319
4883391.96,652746.37,55104.2425
4883391.99,652746.48,55104.4271
4883392.01,652746.59,55104.4757
4883392.05,652746.7,55104.4692
4883392.08,652746.81,55104.553
4883392.09,652746.92,55104.7747
4883392.12,652747.02,55105.0166
4883392.15,652747.12,55105.0811
4883392.17,652747.22,55104.9372
4883392.2,652747.31,55104.7779
4883392.22,652747.41,55104.6402
4883392.24,652747.5,55104.3618
4883392.26,652747.59,55103.9987
4883392.28,652747.69,55103.7593
4883392.3,652747.78,55103.6223
4883392.32,652747.88,55103.4344
4883392.35,652747.97,55103.1627
4883392.36,652748.06,55102.8473
4883392.38,652748.17,55102.5183
4883392.41,652748.26,55102.1576
4883392.43,652748.37,55101.7754
4883392.46,652748.47,55101.4805
4883392.48,652748.57,55101.2466
4883392.51,652748.68,55100.9359
4883392.53,652748.79,55100.5795
4883392.56,652748.89,55100.2833
4883392.58,652748.99,55100.0859
4883392.61,652749.11,55099.9571
4883392.63,652749.22,55099.7926
4883392.66,652749.32,55099.5252
4883392.68,652749.43,55099.1931
4883392.72,652749.54,55098.9057
4883392.74,652749.64,55098.7981
4883392.77,652749.74,55098.8654
4883392.8,652749.85,55098.8948
4883392.83,652749.95,55098.7219
4883392.85,652750.05,55098.4382
4883392.89,652750.16,55098.2448
4883392.91,652750.27,55098.2017
4883392.95,652750.37,55098.2157
4883392.97,652750.48,55098.206
4883393.01,652750.58,55098.1226
4883393.04,652750.68,55097.9513
4883393.07,652750.79,55097.8023
4883393.1,652750.88,55097.7457
4883393.13,652750.98,55097.7281
4883393.14,652751.08,55097.7624
4883393.15,652751.18,55097.7967
4883393.17,652751.28,55097.6672
4883393.18,652751.38,55097.4799
4883393.18,652751.47,55097.4653
4883393.2,652751.57,55097.5454
4883393.2,652751.66,55097.5689
4883393.21,652751.76,55097.5689
4883393.21,652751.85,55097.5633
4883393.23,652751.94,55097.5172
4883393.23,652752.04,55097.4646
4883393.24,652752.13,55097.4298
4883393.26,652752.22,55097.3847
4883393.27,652752.32,55097.3607
4883393.27,652752.41,55097.3967
4883393.28,652752.49,55097.4014
4883393.3,652752.59,55097.3416
4883393.3,652752.69,55097.3764
4883393.31,652752.78,55097.5067
4883393.33,652752.88,55097.4692
4883393.34,652752.98,55097.2507
4883393.35,652753.09,55097.1858
4883393.37,652753.19,55097.3266
4883393.4,652753.28,55097.4014
4883393.43,652753.38,55097.3997
4883393.45,652753.48,55097.4706
4883393.49,652753.59,55097.531
4883393.51,652753.68,55097.4852
4883393.55,652753.79,55097.4195
4883393.57,652753.89,55097.4008
4883393.61,652753.99,55097.4347
4883393.64,652754.1,55097.5227
4883393.67,652754.2,55097.5907
4883393.7,652754.3,55097.576
4883393.74,652754.4,55097.5279
4883393.76,652754.49,55097.5142
4883393.79,652754.59,55097.5556
4883393.82,652754.68,55097.6466
4883393.85,652754.78,55097.7782
4883393.87,652754.87,55097.9058
4883393.9,652754.96,55097.9484
4883393.92,652755.07,55097.919
4883393.95,652755.16,55097.9632
4883393.97,652755.27,55098.1454
4883394,652755.38,55098.3257
4883394.01,652755.49,55098.3841
4883394.03,652755.59,55098.4101
4883394.06,652755.7,55098.543
4883394.07,652755.82,55098.7626
4883394.09,652755.92,55098.9168
4883394.1,652756.02,55098.8804
4883394.1,652756.13,55098.7232
4883394.13,652756.23,55098.6777
4883394.13,652756.34,55098.7927
4883394.15,652756.44,55098.8662
4883394.17,652756.54,55098.8472
4883394.18,652756.64,55098.8904
4883394.19,652756.73,55099.0138
4883394.21,652756.83,55099.0729
4883394.22,652756.92,55098.9703
4883394.23,652757.01,55098.7448
4883394.25,652757.09,55098.5749
4883394.25,652757.18,55098.5778
4883394.26,652757.27,55098.6191
4883394.28,652757.36,55098.589
4883394.29,652757.45,55098.5689
4883394.3,652757.53,55098.582
4883394.32,652757.63,55098.5598
4883394.33,652757.72,55098.4438
4883394.34,652757.82,55098.2709
4883394.36,652757.92,55098.2191
4883394.37,652758.02,55098.3153
4883394.38,652758.12,55098.3713
4883394.4,652758.21,55098.3435
4883394.41,652758.31,55098.3076
4883394.43,652758.4,55098.263
4883394.45,652758.5,55098.225
4883394.46,652758.59,55098.191
4883394.47,652758.7,55098.123
4883394.49,652758.79,55098.0586
4883394.49,652758.89,55098.0174
4883394.5,652758.99,55097.9974
4883394.52,652759.09,55098.0392
4883394.53,652759.19,55098.0939
4883394.54,652759.28,55098.0671
4883394.54,652759.38,55098.0026
4883394.56,652759.47,55097.9889
4883394.57,652759.57,55098.0195
4883394.58,652759.67,55098.0491
4883394.6,652759.77,55098.0274
4883394.61,652759.87,55097.9444
4883394.62,652759.97,55097.9194
4883394.64,652760.06,55098.0023
4883394.65,652760.16,55098.0228
4883394.68,652760.26,55097.9269
4883394.7,652760.35,55097.8997
4883394.71,652760.45,55097.9955
4883394.73,652760.54,55098.0955
4883394.74,652760.62,55098.1512
4883394.74,652760.72,55098.1314
4883394.76,652760.81,55097.9977
4883394.77,652760.89,55097.8868
4883394.77,652760.99,55097.9846
4883394.78,652761.08,55098.205
4883394.8,652761.17,55098.3271
4883394.81,652761.26,55098.3099
4883394.82,652761.36,55098.2587
4883394.84,652761.46,55098.2906
4883394.85,652761.56,55098.388
4883394.86,652761.66,55098.381
4883394.88,652761.77,55098.2703
4883394.9,652761.87,55098.28
4883394.93,652761.97,55098.4457
4883394.94,652762.08,55098.5709
4883394.97,652762.19,55098.61
4883395,652762.28,55098.6568
4883395.03,652762.39,55098.6833
4883395.05,652762.48,55098.6576
4883395.09,652762.59,55098.6641
4883395.11,652762.69,55098.7607
4883395.15,652762.79,55098.8878
4883395.17,652762.9,55098.9421
4883395.21,652762.99,55098.9616
4883395.23,652763.09,55099.0501
4883395.27,652763.18,55099.1274
4883395.29,652763.28,55099.1141
4883395.33,652763.36,55099.1085
4883395.35,652763.46,55099.1539
4883395.37,652763.55,55099.2207
4883395.4,652763.64,55099.3305
4883395.42,652763.73,55099.4539
4883395.44,652763.83,55099.5209
4883395.46,652763.92,55099.5271
4883395.47,652764.03,55099.537
4883395.5,652764.14,55099.6282
4883395.52,652764.23,55099.7961
4883395.55,652764.34,55099.9691
4883395.57,652764.45,55100.0851
4883395.6,652764.56,55100.1339
4883395.63,652764.67,55100.1833
4883395.66,652764.78,55100.3034
4883395.69,652764.9,55100.4894
4883395.73,652765.01,55100.7075
4883395.76,652765.13,55100.9281
4883395.79,652765.24,55101.1084
4883395.82,652765.36,55101.2245
4883395.85,652765.47,55101.2909
4883395.88,652765.57,55101.3773
4883395.9,652765.67,55101.56
4883395.93,652765.79,55101.7787
4883395.95,652765.9,55101.9074
4883395.98,652766.01,55101.9346
4883396,652766.12,55101.951
4883396.03,652766.23,55102.0134
4883396.05,652766.34,55102.0283
4883396.09,652766.44,55101.89
4883396.11,652766.53,55101.76
4883396.14,652766.63,55101.8706
4883396.16,652766.73,55102.1047
4883396.18,652766.82,55102.1573
4883396.21,652766.91,55101.9429
4883396.23,652767,55101.6254
4883396.25,652767.08,55101.422
4883396.27,652767.18,55101.3944
4883396.29,652767.27,55101.4214
4883396.32,652767.37,55101.3755
4883396.33,652767.46,55101.2567
4883396.36,652767.55,55101.1349
4883396.37,652767.63,55101.0053
4883396.38,652767.73,55100.8521
4883396.41,652767.82,55100.7302
4883396.42,652767.91,55100.6504
4883396.43,652767.99,55100.5827
4883396.45,652768.08,55100.5413
4883396.46,652768.18,55100.5194
4883396.47,652768.26,55100.454
4883396.48,652768.35,55100.3441
4883396.49,652768.44,55100.2594
4883396.49,652768.54,55100.2027
4883396.49,652768.62,55100.1383
4883396.49,652768.71,55100.0901
4883396.51,652768.8,55100.1193
4883396.51,652768.9,55100.2507
4883396.52,652768.99,55100.3664
4883396.54,652769.09,55100.3233
4883396.55,652769.18,55100.1873
4883396.55,652769.28,55100.1052
4883396.57,652769.37,55100.1057
4883396.57,652769.46,55100.1494
4883396.58,652769.57,55100.1923
4883396.58,652769.66,55100.2047
4883396.6,652769.75,55100.193
4883396.61,652769.86,55100.1965
4883396.63,652769.96,55100.2665
4883396.64,652770.06,55100.3506
4883396.66,652770.17,55100.3339
4883396.67,652770.26,55100.3039
4883396.68,652770.37,55100.4092
4883395.53,652770.59,55100.24
4883395.51,652770.49,55100.1
4883395.5,652770.39,55100.0155
4883395.48,652770.29,55100.01
4883395.46,652770.19,55099.9359
4883395.45,652770.09,55099.8937
4883395.42,652769.99,55099.9872
4883395.41,652769.88,55099.9821
4883395.4,652769.78,55099.8286
4883395.37,652769.68,55099.7219
4883395.36,652769.57,55099.6646
4883395.34,652769.46,55099.6441
4883395.32,652769.35,55099.719
4883395.31,652769.24,55099.8118
4883395.3,652769.14,55099.8344
4883395.29,652769.04,55099.7901
4883395.27,652768.93,55099.7284
4883395.25,652768.82,55099.7239
4883395.25,652768.71,55099.7721
4883395.23,652768.61,55099.8141
4883395.21,652768.5,55099.8363
4883395.19,652768.4,55099.7938
4883395.17,652768.29,55099.6836
4883395.15,652768.18,55099.6765
4883395.14,652768.08,55099.8247
4883395.12,652767.96,55099.9208
4883395.11,652767.86,55099.8962
4883395.09,652767.74,55099.8737
4883395.08,652767.62,55099.8816
4883395.07,652767.52,55099.9347
4883395.06,652767.41,55100.0559
4883395.05,652767.3,55100.135
4883395.05,652767.19,55100.1144
4883395.03,652767.08,55100.0862
4883395.02,652766.97,55100.0934
4883395.01,652766.86,55100.104
4883394.99,652766.74,55100.0941
4883394.97,652766.63,55100.0627
4883394.95,652766.52,55100.0781
4883394.94,652766.4,55100.1826
4883394.93,652766.29,55100.2649
4883394.91,652766.19,55100.2295
4883394.9,652766.07,55100.1454
4883394.9,652765.97,55100.1151
4883394.87,652765.86,55100.1359
4883394.86,652765.75,55100.1219
4883394.85,652765.63,55100.0542
4883394.82,652765.52,55100.0346
4883394.81,652765.42,55100.0708
4883394.78,652765.32,55100.0187
4883394.76,652765.22,55099.8628
4883394.73,652765.12,55099.7384
4883394.71,652765.04,55099.6804
4883394.7,652764.95,55099.6394
4883394.67,652764.87,55099.6478
4883394.66,652764.78,55099.7314
4883394.66,652764.69,55099.789
4883394.64,652764.61,55099.7742
4883394.64,652764.53,55099.7356
4883394.64,652764.46,55099.6172
4883394.64,652764.39,55099.4666
4883394.65,652764.32,55099.5083
4883394.65,652764.25,55099.6872
4883394.66,652764.18,55099.7615
4883394.65,652764.11,55099.7097
4883394.65,652764.04,55099.5897
4883394.64,652763.96,55099.4159
4883394.64,652763.88,55099.2829
4883394.62,652763.81,55099.2901
4883394.62,652763.73,55099.3841
4883394.61,652763.66,55099.4071
4883394.6,652763.59,55099.3166
4883394.58,652763.52,55099.2634
4883394.56,652763.45,55099.3202
4883394.55,652763.38,55099.332
4883394.52,652763.31,55099.2241
4883394.5,652763.24,55099.1422
4883394.49,652763.18,55099.1635
4883394.46,652763.1,55099.1932
4883394.44,652763.02,55099.1801
4883394.4,652762.94,55099.1568
4883394.38,652762.85,55099.0883
4883394.36,652762.77,55098.9617
4883394.32,652762.68,55098.8858
4883394.3,652762.6,55098.8812
4883394.27,652762.52,55098.8719
4883394.26,652762.42,55098.8779
4883394.22,652762.33,55098.8801
4883394.2,652762.23,55098.8025
4883394.17,652762.13,55098.722
4883394.14,652762.04,55098.6545
4883394.11,652761.94,55098.5284
4883394.1,652761.84,55098.5002
4883394.08,652761.74,55098.6094
4883394.05,652761.63,55098.5927
4883394.03,652761.52,55098.4377
4883394,652761.42,55098.3615
4883393.98,652761.31,55098.3561
4883393.95,652761.19,55098.315
4883393.94,652761.08,55098.2777
4883393.93,652760.97,55098.2675
4883393.9,652760.85,55098.2148
4883393.9,652760.74,55098.1536
4883393.88,652760.62,55098.1685
4883393.87,652760.5,55098.1925
4883393.87,652760.38,55098.1318
4883393.86,652760.27,55098.019
4883393.85,652760.15,55097.9523
4883393.85,652760.03,55097.9758
4883393.85,652759.92,55098.0073
4883393.83,652759.81,55097.9868
4883393.83,652759.71,55097.9941
4883393.83,652759.61,55098.0468
4883393.83,652759.51,55098.0441
4883393.81,652759.4,55097.9768
4883393.8,652759.31,55097.9274
4883393.78,652759.2,55097.9232
4883393.77,652759.1,55097.9487
4883393.76,652759,55097.9879
4883393.74,652758.9,55098.0269
4883393.73,652758.8,55098.069
4883393.72,652758.72,55098.0697
4883393.72,652758.64,55097.9891
4883393.71,652758.56,55097.9227
4883393.7,652758.47,55097.9599
4883393.7,652758.38,55098.0812
4883393.69,652758.28,55098.1938
4883393.66,652758.18,55098.1488
4883393.65,652758.08,55097.9857
4883393.62,652757.98,55097.9464
4883393.61,652757.88,55098.0493
4883393.6,652757.78,55098.1378
4883393.57,652757.68,55098.1892
4883393.55,652757.57,55098.2043
4883393.52,652757.46,55098.1643
4883393.49,652757.34,55098.0792
4883393.44,652757.22,55097.9513
4883393.4,652757.11,55097.9307
4883393.36,652756.98,55098.1287
4883393.31,652756.86,55098.2723
4883393.26,652756.74,55098.1715
4883393.22,652756.61,55098.0372
4883393.17,652756.49,55097.9901
4883393.12,652756.39,55097.9562
4883393.07,652756.28,55097.9617
4883393.04,652756.17,55098.0287
4883392.99,652756.07,55098.0817
4883392.95,652755.95,55098.0928
4883392.92,652755.85,55098.0087
4883392.88,652755.74,55097.7822
4883392.86,652755.64,55097.5752
