32.75,27.14,0.7795
32.74,27.02,0.8312
32.74,27.02,0.8414
32.71,26.78,0.7657
32.69,26.66,0.6848
32.68,26.54,0.6493
32.68,26.42,0.6093
32.66,26.3,0.5822
32.64,26.19,0.6133
32.63,26.09,0.6397
32.61,25.98,0.6179
32.6,25.88,0.6011
32.59,25.78,0.594
32.57,25.69,0.5631
32.56,25.6,0.5964
32.55,25.5,0.7387
32.53,25.41,0.8351
32.52,25.31,0.8338
32.51,25.21,0.8587
32.49,25.11,0.9317
32.47,25,0.9978
32.44,24.9,1.0596
32.42,24.79,1.1153
32.39,24.68,1.1478
32.37,24.56,1.1767
32.34,24.46,1.2537
32.33,24.36,1.4327
32.31,24.25,1.6637
32.28,24.15,1.8432
32.26,24.05,2.0302
32.23,23.94,2.3048
32.21,23.84,2.5708
32.17,23.73,2.7557
32.15,23.62,2.963
32.11,23.51,3.353
32.09,23.4,3.9566
32.06,23.29,4.6434
32.04,23.18,5.2921
32.01,23.07,5.9471
31.98,22.96,6.7598
31.94,22.86,7.6905
31.91,22.75,8.5171
31.88,22.64,9.2722
31.85,22.53,10.1117
31.82,22.44,10.8456
31.79,22.33,11.274
31.77,22.23,11.5282
31.74,22.12,11.613
31.72,22.02,11.3434
31.71,21.91,10.7701
31.69,21.81,10.0038
31.67,21.7,9.0361
31.64,21.61,7.9641
31.63,21.51,6.9849
31.62,21.41,6.1826
31.59,21.31,5.4217
31.57,21.21,4.6281
31.54,21.11,3.9494
31.52,21.02,3.4383
31.51,20.92,2.988
31.48,20.83,2.516
31.46,20.73,2.0613
31.46,20.73,1.7584
31.43,20.55,1.5922
31.42,20.45,1.3965
31.39,20.37,1.1744
31.37,20.27,1.0261
31.34,20.17,0.8691
31.33,20.08,0.6453
31.31,19.98,0.4921
31.28,19.9,0.4311
31.27,19.8,0.3393
31.24,19.7,0.2266
31.22,19.6,0.1227
31.21,19.5,-0.019
31.18,19.4,-0.1387
31.16,19.31,-0.1559
31.14,19.21,-0.1289
31.11,19.11,-0.157
31.08,19.01,-0.2615
31.05,18.9,-0.3736
31.02,18.8,-0.4418
31,18.69,-0.4877
30.97,18.59,-0.5285
30.94,18.49,-0.5435
30.91,18.37,-0.5277
30.89,18.27,-0.5441
30.85,18.16,-0.6195
30.83,18.06,-0.6565
30.79,17.96,-0.6277
30.77,17.85,-0.662
30.73,17.75,-0.7816
30.71,17.65,-0.8316
30.67,17.55,-0.7505
30.65,17.46,-0.6541
30.61,17.36,-0.6365
30.59,17.26,-0.6747
30.55,17.16,-0.739
30.53,17.07,-0.832
30.5,16.97,-0.9135
30.48,16.87,-0.9121
30.45,16.77,-0.813
30.43,16.68,-0.7205
30.42,16.58,-0.7969
30.4,16.49,-1.0249
30.39,16.4,-1.1761
30.38,16.3,-1.1586
30.36,16.19,-1.1176
30.36,16.09,-1.1436
30.36,15.98,-1.1874
30.34,15.87,-1.2324
30.34,15.77,-1.3271
30.34,15.67,-1.4498
30.34,15.57,-1.4984
30.32,15.46,-1.4594
30.32,15.38,-1.4435
30.31,15.29,-1.5434
30.31,15.2,-1.7384
30.29,15.11,-1.9102
30.29,15.02,-1.9594
30.29,14.93,-1.9111
30.28,14.84,-1.8666
30.28,14.84,-1.8817
30.27,14.68,-1.8863
30.28,14.61,-1.8238
30.28,14.54,-1.8574
30.28,14.46,-2.0528
30.28,14.38,-2.1191
30.27,14.3,-1.9517
30.27,14.22,-1.8793
30.27,14.13,-2.0589
30.26,14.05,-2.2388
30.26,13.97,-2.2638
30.24,13.89,-2.2286
30.24,13.8,-2.1849
30.23,13.72,-2.1836
30.21,13.64,-2.2917
30.2,13.55,-2.4299
30.19,13.46,-2.52
30.18,13.37,-2.5727
30.16,13.28,-2.5544
30.15,13.19,-2.4564
30.12,13.1,-2.4129
30.1,13,-2.5327
30.09,12.91,-2.6859
30.07,12.81,-2.6894
30.06,12.71,-2.6173
30.04,12.61,-2.6316
30.02,12.51,-2.6804
30.01,12.41,-2.6693
29.98,12.3,-2.6677
29.96,12.2,-2.6979
29.95,12.08,-2.7067
29.92,11.97,-2.7859
29.9,11.86,-2.9333
29.87,11.75,-2.9353
29.85,11.64,-2.7876
29.81,11.53,-2.6454
29.77,11.41,-2.58
29.74,11.3,-2.6777
29.71,11.18,-2.8472
29.68,11.07,-2.8308
29.65,10.95,-2.6202
29.62,10.83,-2.4211
29.6,10.71,-2.3999
29.58,10.6,-2.4983
29.56,10.49,-2.4744
29.55,10.39,-2.3273
29.55,10.28,-2.2533
29.53,10.18,-2.2284
29.53,10.08,-2.1383
29.53,9.98,-2.0412
29.53,9.88,-2.0189
29.51,9.77,-2.0195
29.5,9.68,-2.0078
29.49,9.58,-2.036
29.47,9.48,-2.0963
29.46,9.39,-2.1018
29.45,9.28,-1.9808
29.43,9.18,-1.8211
29.42,9.08,-1.8057
29.41,8.98,-1.885
29.39,8.87,-1.8935
29.38,8.77,-1.8558
29.35,8.65,-1.8299
29.34,8.54,-1.8074
29.33,8.45,-1.8238
29.3,8.33,-1.8753
29.28,8.23,-1.9022
29.26,8.13,-1.9005
29.24,8.02,-1.882
29.22,7.91,-1.8617
29.19,7.82,-1.8691
29.17,7.72,-1.8517
29.14,7.63,-1.8221
29.12,7.52,-1.9569
29.09,7.43,-2.1812
29.07,7.33,-2.2009
29.03,7.24,-2.0608
29.01,7.14,-1.973
28.98,7.04,-1.9598
28.96,6.94,-2.0337
28.93,6.85,-2.1894
28.91,6.74,-2.2815
28.89,6.65,-2.2403
28.86,6.54,-2.2103
28.85,6.45,-2.2874
28.83,6.35,-2.3301
28.82,6.26,-2.2809
28.82,6.16,-2.3143
28.81,6.06,-2.4416
28.79,5.95,-2.4973
28.78,5.85,-2.5137
28.76,5.75,-2.5785
28.75,5.64,-2.6541
28.73,5.54,-2.7849
28.71,5.44,-2.9518
28.69,5.34,-3.0024
28.66,5.23,-3.0292
28.64,5.13,-3.1827
28.61,5.03,-3.3321
28.6,4.93,-3.4062
28.58,4.83,-3.5475
28.55,4.73,-3.7907
28.52,4.62,-4.0315
28.49,4.52,-4.2356
28.46,4.41,-4.4691
28.43,4.31,-4.7814
28.4,4.21,-5.1332
28.37,4.1,-5.4816
28.34,4,-5.8428
28.31,3.9,-6.2141
28.29,3.8,-6.5628
28.26,3.7,-6.9154
28.24,3.62,-7.3142
28.21,3.51,-7.6982
28.2,3.43,-8.048
28.19,3.32,-8.4326
28.16,3.23,-8.7637
28.16,3.13,-8.9671
28.15,3.03,-9.1816
28.13,2.92,-9.3778
28.12,2.82,-9.376
28.11,2.72,-9.3003
28.09,2.62,-9.3522
28.08,2.52,-9.3934
28.07,2.41,-9.1806
28.05,2.31,-8.7225
28.04,2.2,-8.2429
28.01,2.09,-7.9082
28,1.98,-7.6502
27.97,1.88,-7.3344
27.96,1.77,-6.9853
27.95,1.67,-6.6595
27.92,1.56,-6.2852
27.9,1.45,-5.8262
27.88,1.35,-5.4123
27.86,1.26,-5.151
27.84,1.14,-4.9654
27.82,1.05,-4.7456
27.8,0.94,-4.5242
27.78,0.84,-4.3378
27.77,0.74,-4.1173
27.76,0.63,-3.8869
27.74,0.53,-3.7245
27.73,0.43,-3.5698
27.72,0.32,-3.4219
27.69,0.22,-3.3477
27.68,0.11,-3.2717
27.66,0,-3.1617
26.54,0.09,-3.3077
26.57,0.21,-3.4557
26.58,0.32,-3.5578
26.61,0.44,-3.6654
26.64,0.55,-3.7985
26.67,0.67,-3.9162
26.69,0.78,-4.0087
26.72,0.89,-4.0874
26.74,0.99,-4.1794
26.78,1.1,-4.3078
26.8,1.22,-4.4369
26.84,1.32,-4.5381
26.86,1.42,-4.6292
26.89,1.53,-4.6802
26.91,1.64,-4.69
26.94,1.74,-4.7216
26.96,1.84,-4.7069
26.99,1.95,-4.519
27.01,2.05,-4.1289
27.03,2.16,-3.5262
27.05,2.26,-2.7681
27.07,2.35,-1.957
27.1,2.46,-0.9757
27.12,2.56,0.3273
27.14,2.66,1.7252
27.16,2.76,2.769
27.19,2.86,3.2088
27.2,2.95,3.0909
27.22,3.05,2.4262
27.25,3.15,1.1193
27.27,3.25,-0.6683
27.29,3.34,-2.6769
27.32,3.44,-4.6862
27.35,3.54,-6.2616
27.36,3.64,-7.2209
27.38,3.74,-7.875
27.41,3.84,-8.3944
27.43,3.94,-8.6787
27.46,4.04,-8.6396
27.47,4.14,-8.3137
27.5,4.24,-7.8978
27.52,4.33,-7.5376
27.55,4.43,-7.1662
27.57,4.51,-6.7133
27.59,4.62,-6.2431
27.62,4.71,-5.8117
27.65,4.79,-5.4342
27.68,4.89,-5.1205
27.7,4.98,-4.8188
27.73,5.06,-4.5462
27.76,5.15,-4.379
27.79,5.25,-4.1783
27.81,5.33,-3.8182
27.83,5.41,-3.4862
27.86,5.5,-3.3374
27.88,5.59,-3.2592
27.9,5.68,-3.1558
27.92,5.77,-3.0727
27.93,5.86,-2.9671
27.96,5.95,-2.7553
27.99,6.05,-2.5553
28.02,6.15,-2.5065
28.04,6.24,-2.538
28.07,6.34,-2.5221
28.09,6.43,-2.4406
28.11,6.54,-2.3167
28.13,6.64,-2.1858
28.15,6.74,-2.1402
28.18,6.84,-2.214
28.19,6.94,-2.2945
28.22,7.05,-2.251
28.23,7.16,-2.1156
28.26,7.27,-2.0639
28.28,7.38,-2.1407
28.31,7.5,-2.1425
28.33,7.62,-1.9613
28.37,7.74,-1.8013
28.39,7.86,-1.8275
28.43,7.98,-1.9207
28.45,8.1,-1.9273
28.48,8.21,-1.8486
28.5,8.33,-1.7764
28.53,8.44,-1.8076
28.56,8.56,-1.9381
28.59,8.67,-2.0373
28.61,8.78,-2.0176
28.64,8.89,-1.9656
28.66,8.99,-1.9942
28.69,9.09,-2.0516
28.71,9.2,-2.061
28.74,9.3,-2.066
28.75,9.4,-2.0926
28.76,9.5,-2.1332
28.79,9.6,-2.2079
28.79,9.6,-2.3021
28.81,9.8,-2.3943
28.83,9.89,-2.4664
28.83,9.99,-2.5023
28.84,10.08,-2.5278
28.85,10.17,-2.5282
28.86,10.27,-2.4858
28.86,10.36,-2.5008
28.87,10.46,-2.6621
28.9,10.55,-2.8874
28.91,10.64,-2.9924
28.92,10.73,-2.8925
28.94,10.82,-2.6683
28.96,10.91,-2.4199
28.98,10.99,-2.205
28.99,11.07,-2.0716
29,11.15,-1.9829
29.03,11.24,-1.7852
29.04,11.33,-1.359
29.05,11.42,-0.6886
29.08,11.5,0.2352
29.1,11.58,1.4153
29.11,11.66,2.8678
29.14,11.75,4.6123
29.16,11.84,6.5574
29.17,11.92,8.6539
29.19,12.01,10.9738
29.21,12.09,13.5299
29.23,12.18,16.3426
29.23,12.27,19.5023
29.24,12.36,22.7845
29.25,12.45,25.3668
29.27,12.54,26.3763
29.28,12.63,25.5975
29.29,12.72,23.5233
29.31,12.81,21.0392
29.32,12.89,18.7291
29.34,12.99,16.2908
29.36,13.08,13.3709
29.38,13.17,10.4467
29.39,13.27,7.9684
29.42,13.35,5.8062
29.44,13.45,3.9073
29.47,13.55,2.359
29.49,13.64,1.1016
29.52,13.73,0.1059
29.54,13.82,-0.5556
29.57,13.92,-0.9567
29.58,14.02,-1.3182
29.61,14.11,-1.6828
29.64,14.2,-1.9615
29.66,14.29,-2.1333
29.69,14.38,-2.1752
29.71,14.48,-2.1449
29.72,14.56,-2.1768
29.75,14.67,-2.2484
29.76,14.76,-2.2827
29.79,14.86,-2.3192
29.8,14.96,-2.3677
29.83,15.06,-2.3899
29.84,15.16,-2.4147
29.84,15.16,-2.4311
29.89,15.37,-2.3844
29.91,15.47,-2.3224
29.93,15.56,-2.3001
29.95,15.66,-2.2746
29.97,15.76,-2.2034
29.99,15.86,-2.1179
30,15.94,-2.0927
30.03,16.04,-2.1255
30.04,16.14,-2.1181
30.05,16.22,-2.0568
30.07,16.33,-2.0068
30.08,16.42,-1.9594
30.09,16.52,-1.9135
30.12,16.62,-1.9146
30.13,16.73,-1.9131
30.14,16.83,-1.8492
30.17,16.93,-1.7623
30.18,17.04,-1.6643
30.2,17.13,-1.5743
30.21,17.24,-1.5584
30.22,17.33,-1.5826
30.24,17.44,-1.5772
30.25,17.53,-1.5622
30.26,17.63,-1.5728
30.28,17.73,-1.5983
30.29,17.83,-1.6056
30.3,17.92,-1.5749
30.33,18.03,-1.5079
30.34,18.12,-1.4221
30.35,18.22,-1.349
30.38,18.32,-1.3003
30.39,18.42,-1.2805
30.41,18.52,-1.3101
30.42,18.63,-1.3617
30.43,18.73,-1.3756
30.45,18.84,-1.3229
30.47,18.94,-1.2391
30.48,19.06,-1.1956
30.51,19.16,-1.1486
30.52,19.26,-1.0037
30.55,19.37,-0.8169
30.56,19.47,-0.6801
30.59,19.57,-0.5855
30.6,19.68,-0.5111
30.61,19.79,-0.4412
30.64,19.9,-0.3156
30.66,20.01,-0.0766
30.68,20.12,0.247
30.7,20.22,0.5722
30.73,20.33,0.9132
30.75,20.43,1.3602
30.76,20.53,1.9287
30.78,20.63,2.6323
30.78,20.72,3.525
30.79,20.82,4.5561
30.81,20.92,5.7841
30.82,21,7.5278
30.83,21.11,9.9223
30.85,21.2,12.8902
30.86,21.29,16.3451
30.87,21.39,20.1403
30.89,21.48,24.4295
30.9,21.58,29.4764
30.91,21.67,34.9344
30.93,21.77,40.0474
30.94,21.86,44.1602
30.94,21.96,47.0187
30.95,22.06,48.7861
30.97,22.16,49.5728
30.97,22.26,49.2453
30.98,22.35,47.4628
31,22.46,43.8715
31.01,22.55,38.9673
31.02,22.64,34.019
31.04,22.74,29.4739
31.05,22.83,24.9132
31.06,22.93,20.5726
31.08,23.02,17.071
31.1,23.11,14.3175
31.11,23.21,11.9643
31.13,23.3,9.9368
31.15,23.4,8.1773
31.18,23.5,6.6615
31.19,23.6,5.4957
31.2,23.69,4.6725
31.23,23.79,3.9746
31.24,23.89,3.2485
31.27,23.98,2.5983
31.28,24.07,2.1331
31.3,24.16,1.7733
31.32,24.25,1.4821
31.34,24.35,1.3396
31.35,24.44,1.3059
31.37,24.53,1.2005
31.37,24.62,0.9344
31.38,24.71,0.6188
31.39,24.82,0.4206
31.4,24.91,0.3505
31.41,25,0.3016
31.43,25.11,0.2851
31.44,25.19,0.3415
31.45,25.29,0.3307
31.46,25.39,0.1966
31.48,25.49,0.1392
31.5,25.59,0.2352
31.52,25.69,0.2967
31.53,25.79,0.2264
31.55,25.9,0.1404
31.57,26.01,0.1296
31.58,26.11,0.1672
31.61,26.23,0.2338
31.63,26.34,0.308
31.67,26.46,0.325
31.68,26.57,0.3186
31.71,26.68,0.3661
31.73,26.8,0.4394
31.74,26.91,0.5085
31.76,27.02,0.5235
31.76,27.02,0.396
31.8,27.25,0.2573
31.82,27.37,0.3435
31.85,27.48,0.5209
31.86,27.59,0.4889
31.86,27.69,0.4539
31,27.86,1.0893
30.98,27.78,1.2425
30.95,27.7,0.9953
30.92,27.62,0.6946
30.89,27.53,0.4694
30.87,27.44,0.3849
30.84,27.35,0.4667
30.81,27.24,0.5747
30.77,27.13,0.5538
30.75,27.02,0.4223
30.71,26.91,0.3426
30.66,26.8,0.3614
30.64,26.68,0.325
30.6,26.57,0.1864
30.57,26.45,0.0915
30.54,26.34,0.1009
30.52,26.23,0.1507
30.49,26.12,0.1613
30.47,26.01,0.0815
30.43,25.9,-0.0361
30.4,25.79,-0.1034
30.37,25.68,-0.1149
30.34,25.57,-0.1325
30.31,25.46,-0.2179
30.29,25.35,-0.3283
30.26,25.24,-0.3785
30.25,25.13,-0.4017
30.22,25.01,-0.4532
30.2,24.89,-0.5088
30.17,24.77,-0.5723
30.15,24.66,-0.6751
30.12,24.54,-0.7999
30.1,24.42,-0.937
30.07,24.3,-1.0766
30.07,24.3,-1.1715
30.02,24.08,-1.2635
30.01,23.96,-1.4533
29.98,23.85,-1.6968
29.97,23.73,-1.9122
29.95,23.63,-2.1768
29.93,23.52,-2.5962
29.93,23.42,-3.1337
29.92,23.32,-3.6797
29.91,23.22,-4.2054
29.91,23.11,-4.7953
29.91,23.02,-5.5641
29.9,22.92,-6.6121
29.88,22.81,-7.9453
29.87,22.71,-9.3926
29.86,22.61,-10.9137
29.85,22.51,-12.8602
29.84,22.4,-15.5081
29.83,22.3,-18.4776
29.81,22.2,-20.9247
29.8,22.1,-22.3799
29.77,22,-22.9802
29.76,21.89,-22.9026
29.74,21.8,-22.358
29.71,21.69,-21.7201
29.69,21.6,-20.8416
29.65,21.5,-19.1181
29.63,21.41,-16.7669
29.6,21.32,-14.7649
29.58,21.23,-13.4685
29.55,21.14,-12.4439
29.52,21.05,-11.2673
29.48,20.95,-9.8832
29.46,20.87,-8.5287
29.42,20.79,-7.4923
29.38,20.7,-6.86
29.34,20.62,-6.5009
29.31,20.55,-6.2234
29.27,20.47,-5.8777
29.25,20.39,-5.4044
29.21,20.31,-4.8998
29.19,20.22,-4.5334
29.17,20.14,-4.2738
29.13,20.06,-3.9484
29.11,19.95,-3.6081
29.07,19.86,-3.4203
29.05,19.76,-3.3646
29.03,19.68,-3.3447
29.01,19.59,-3.2749
28.98,19.49,-3.0617
28.97,19.4,-2.7817
28.96,19.3,-2.6471
28.93,19.2,-2.656
28.92,19.11,-2.6059
28.92,19,-2.4811
28.89,18.91,-2.4158
28.89,18.81,-2.3859
28.88,18.72,-2.3118
28.87,18.62,-2.2674
28.86,18.52,-2.3104
28.86,18.52,-2.2929
28.86,18.3,-2.1284
28.84,18.19,-2.0057
28.83,18.08,-2.0386
28.83,17.97,-2.0885
28.81,17.85,-2.0859
28.81,17.74,-2.0717
28.8,17.63,-2.0484
28.79,17.53,-2.0387
28.79,17.41,-2.0394
28.78,17.31,-2.0108
28.77,17.21,-1.9964
28.76,17.11,-2.0193
28.76,17.02,-2.0391
28.76,16.93,-2.0684
28.76,16.84,-2.1009
28.75,16.74,-2.0628
28.75,16.65,-1.9777
28.75,16.56,-2.0082
28.76,16.47,-2.1713
28.76,16.37,-2.2366
28.74,16.29,-2.1219
28.74,16.19,-2.0423
28.74,16.1,-2.1151
28.72,16.01,-2.1785
28.72,15.93,-2.13
28.72,15.83,-2.1315
28.71,15.73,-2.286
28.72,15.65,-2.4521
28.71,15.56,-2.4843
28.71,15.47,-2.3886
28.71,15.38,-2.3018
28.7,15.3,-2.3143
28.68,15.21,-2.3611
28.66,15.13,-2.4169
28.65,15.04,-2.4959
28.63,14.96,-2.5431
28.61,14.87,-2.5542
28.59,14.78,-2.5257
28.57,14.69,-2.4226
28.55,14.6,-2.2835
28.52,14.51,-2.1177
28.5,14.42,-1.8983
28.48,14.35,-1.5944
28.44,14.26,-1.1263
28.42,14.17,-0.5554
28.38,14.09,-0.0605
28.36,14.01,0.3987
28.32,13.92,1.0607
28.3,13.84,2.1319
28.28,13.75,3.7161
28.26,13.66,5.7111
28.23,13.57,7.9497
28.22,13.48,10.5123
28.2,13.38,13.4448
28.17,13.29,16.5631
28.16,13.2,19.6689
28.15,13.1,22.3073
28.12,13.01,23.7968
28.11,12.91,23.9562
28.11,12.91,23.1434
28.06,12.72,21.5801
28.04,12.63,19.2852
28.02,12.53,16.4035
28,12.43,13.172
27.96,12.34,9.8638
27.94,12.24,6.7458
27.92,12.15,4.049
27.9,12.05,1.9579
27.88,11.96,0.3884
27.85,11.86,-0.872
27.84,11.76,-1.8578
27.81,11.67,-2.5957
27.79,11.57,-3.1527
27.78,11.48,-3.5307
27.76,11.39,-3.7561
27.74,11.29,-3.8523
27.74,11.19,-3.831
27.72,11.09,-3.7773
27.71,10.99,-3.7565
27.71,10.89,-3.7226
27.69,10.79,-3.6168
27.68,10.7,-3.4793
27.67,10.59,-3.3812
27.65,10.5,-3.3261
27.64,10.4,-3.2866
27.63,10.3,-3.2325
27.62,10.21,-3.1614
27.61,10.12,-3.1206
27.6,10.02,-3.0996
27.6,9.94,-3.0232
27.58,9.84,-2.9055
27.57,9.74,-2.8222
27.56,9.66,-2.7745
27.54,9.56,-2.7519
27.54,9.46,-2.7886
27.53,9.37,-2.8262
27.51,9.27,-2.7538
27.5,9.19,-2.6358
27.5,9.09,-2.5837
27.48,9,-2.5529
27.47,8.91,-2.5188
27.46,8.83,-2.5368
27.43,8.74,-2.5664
27.42,8.64,-2.546
27.41,8.55,-2.5367
27.41,8.46,-2.5801
27.39,8.36,-2.6032
27.38,8.28,-2.5466
27.38,8.18,-2.4543
27.36,8.09,-2.427
27.36,8,-2.4559
27.36,7.92,-2.4988
27.36,7.84,-2.6157
27.36,7.75,-2.7167
27.35,7.67,-2.6549
27.35,7.59,-2.5062
27.35,7.5,-2.4014
27.34,7.4,-2.4397
27.32,7.32,-2.6183
27.32,7.32,-2.8047
27.27,7.13,-2.9871
27.26,7.04,-3.1434
27.25,6.96,-3.1193
27.24,6.88,-2.9958
27.22,6.8,-2.9842
27.22,6.72,-3.0791
27.21,6.66,-3.2128
27.2,6.59,-3.3584
27.19,6.53,-3.4868
27.19,6.46,-3.5814
27.19,6.4,-3.6064
27.18,6.33,-3.5694
27.18,6.27,-3.5762
27.16,6.21,-3.7221
27.16,6.15,-3.9839
27.15,6.09,-4.2094
27.14,6.02,-4.2576
27.12,5.96,-4.2137
27.11,5.89,-4.2769
27.1,5.81,-4.4681
27.09,5.72,-4.6863
27.08,5.64,-4.8763
27.07,5.55,-5.0032
27.06,5.45,-5.075
27.04,5.36,-5.1417
27.02,5.26,-5.1747
27,5.17,-5.1439
26.97,5.06,-5.0379
26.95,4.97,-4.7029
26.92,4.87,-4.0714
26.9,4.77,-3.3207
26.87,4.67,-2.4205
26.85,4.58,-0.9733
26.82,4.48,1.3162
26.82,4.36,4.3876
26.81,4.25,8.0352
26.79,4.14,12.0396
26.78,4.02,16.1789
26.75,3.89,20.3375
26.74,3.77,24.1127
26.72,3.65,26.3712
26.7,3.54,26.2661
26.68,3.43,24.1319
26.66,3.32,20.708
26.64,3.21,16.7688
26.63,3.09,13.0682
26.6,2.98,9.6832
26.6,2.87,6.4961
26.58,2.76,3.8432
26.58,2.65,1.8323
26.58,2.53,0.1831
26.58,2.41,-1.1936
26.57,2.3,-2.2543
26.56,2.19,-2.9747
26.55,2.08,-3.3512
26.52,1.97,-3.6181
26.5,1.87,-3.9989
26.47,1.77,-4.3425
26.46,1.66,-4.4309
